Id2,Geography,Age,2015,2020,2025,2030,,,,,,,,,
27121,Pope,55 to 59, 628 , 528 , 393 , 382 ,,,,,,,,,
27121,Pope,60 to 64, 466 , 470 , 395 , 294 ,,,,,,,,,
27121,Pope,65 to 74, 363 , 427 , 453 , 417 ,,,,,,,,,
27121,Pope,75+, 69 , 76 , 90 , 106 ,,,,,,,,,
27123,Ramsey,16 to 19," 13,065 "," 14,540 "," 15,931 "," 17,220 ",,,,,,,,,
27123,Ramsey,20 to 24," 33,884 "," 34,082 "," 37,599 "," 40,609 ",,,,,,,,,
27123,Ramsey,25 to 29," 40,675 "," 42,325 "," 42,727 "," 46,417 ",,,,,,,,,
27123,Ramsey,30 to 34," 35,510 "," 34,509 "," 36,048 "," 35,998 ",,,,,,,,,
27123,Ramsey,35 to 44," 54,245 "," 57,710 "," 58,407 "," 58,188 ",,,,,,,,,
27123,Ramsey,45 to 54," 55,165 "," 52,821 "," 54,510 "," 57,705 ",,,,,,,,,
27123,Ramsey,55 to 59," 27,714 "," 27,782 "," 25,617 "," 25,407 ",,,,,,,,,
27123,Ramsey,60 to 64," 18,652 "," 19,460 "," 19,529 "," 17,883 ",,,,,,,,,
27123,Ramsey,65 to 74," 10,184 "," 13,014 "," 14,622 "," 14,852 ",,,,,,,,,
27123,Ramsey,75+," 1,451 "," 1,507 "," 1,631 "," 1,914 ",,,,,,,,,
27125,Red Lake,16 to 19, 101 , 134 , 123 , 123 ,,,,,,,,,
27125,Red Lake,20 to 24, 170 , 219 , 285 , 259 ,,,,,,,,,
27125,Red Lake,25 to 29, 153 , 134 , 180 , 240 ,,,,,,,,,
27125,Red Lake,30 to 34, 209 , 149 , 130 , 174 ,,,,,,,,,
27125,Red Lake,35 to 44, 415 , 424 , 358 , 280 ,,,,,,,,,
27125,Red Lake,45 to 54, 453 , 375 , 377 , 381 ,,,,,,,,,
27125,Red Lake,55 to 59, 252 , 208 , 155 , 144 ,,,,,,,,,
27125,Red Lake,60 to 64, 196 , 208 , 171 , 127 ,,,,,,,,,
27125,Red Lake,65 to 74, 125 , 157 , 179 , 167 ,,,,,,,,,
27125,Red Lake,75+, 36 , 39 , 45 , 54 ,,,,,,,,,
27127,Redwood,16 to 19, 426 , 461 , 414 , 355 ,,,,,,,,,
27127,Redwood,20 to 24, 673 , 821 , 876 , 793 ,,,,,,,,,
27127,Redwood,25 to 29, 653 , 605 , 772 , 842 ,,,,,,,,,
27127,Redwood,30 to 34, 715 , 588 , 545 , 701 ,,,,,,,,,
27127,Redwood,35 to 44," 1,407 "," 1,353 "," 1,227 "," 1,076 ",,,,,,,,,
27127,Redwood,45 to 54," 1,643 "," 1,257 "," 1,103 "," 1,067 ",,,,,,,,,
27127,Redwood,55 to 59, 954 , 874 , 620 , 515 ,,,,,,,,,
27127,Redwood,60 to 64, 712 , 715 , 657 , 467 ,,,,,,,,,
27127,Redwood,65 to 74, 519 , 574 , 607 , 584 ,,,,,,,,,
27127,Redwood,75+, 95 , 93 , 98 , 108 ,,,,,,,,,
27129,Renville,16 to 19, 326 , 326 , 290 , 250 ,,,,,,,,,
27129,Renville,20 to 24, 707 , 897 , 889 , 798 ,,,,,,,,,
27129,Renville,25 to 29, 620 , 557 , 741 , 742 ,,,,,,,,,
27129,Renville,30 to 34, 679 , 544 , 488 , 654 ,,,,,,,,,
27129,Renville,35 to 44," 1,393 "," 1,295 "," 1,142 ", 965 ,,,,,,,,,
27129,Renville,45 to 54," 1,728 "," 1,328 "," 1,141 "," 1,062 ",,,,,,,,,
27129,Renville,55 to 59," 1,053 ", 879 , 626 , 522 ,,,,,,,,,
27129,Renville,60 to 64, 678 , 740 , 616 , 441 ,,,,,,,,,
27129,Renville,65 to 74, 424 , 486 , 551 , 525 ,,,,,,,,,
27129,Renville,75+, 90 , 87 , 91 , 103 ,,,,,,,,,
27131,Rice,16 to 19," 2,749 "," 2,400 "," 2,300 "," 2,048 ",,,,,,,,,
27131,Rice,20 to 24," 5,117 "," 5,214 "," 4,631 "," 4,445 ",,,,,,,,,
27131,Rice,25 to 29," 2,811 "," 3,509 "," 3,604 "," 3,077 ",,,,,,,,,
27131,Rice,30 to 34," 3,009 "," 2,840 "," 3,534 "," 3,621 ",,,,,,,,,
27131,Rice,35 to 44," 6,275 "," 6,104 "," 5,889 "," 6,400 ",,,,,,,,,
27131,Rice,45 to 54," 7,359 "," 6,633 "," 6,156 "," 5,939 ",,,,,,,,,
27131,Rice,55 to 59," 3,601 "," 3,529 "," 3,104 "," 2,828 ",,,,,,,,,
27131,Rice,60 to 64," 2,458 "," 2,847 "," 2,775 "," 2,434 ",,,,,,,,,
27131,Rice,65 to 74," 1,567 "," 1,944 "," 2,282 "," 2,402 ",,,,,,,,,
27131,Rice,75+, 292 , 337 , 407 , 493 ,,,,,,,,,
27133,Rock,16 to 19, 299 , 339 , 313 , 275 ,,,,,,,,,
27133,Rock,20 to 24, 447 , 596 , 663 , 611 ,,,,,,,,,
27133,Rock,25 to 29, 362 , 400 , 546 , 611 ,,,,,,,,,
27133,Rock,30 to 34, 406 , 326 , 359 , 491 ,,,,,,,,,
27133,Rock,35 to 44," 1,012 ", 938 , 776 , 718 ,,,,,,,,,
27133,Rock,45 to 54, 961 , 845 , 868 , 790 ,,,,,,,,,
27133,Rock,55 to 59, 520 , 469 , 341 , 362 ,,,,,,,,,
27133,Rock,60 to 64, 442 , 470 , 422 , 304 ,,,,,,,,,
27133,Rock,65 to 74, 382 , 443 , 481 , 466 ,,,,,,,,,
27133,Rock,75+, 87 , 88 , 98 , 110 ,,,,,,,,,
27135,Roseau,16 to 19, 453 , 469 , 421 , 367 ,,,,,,,,,
27135,Roseau,20 to 24, 800 ," 1,022 "," 1,048 ", 940 ,,,,,,,,,
27135,Roseau,25 to 29, 672 , 758 , 978 , 999 ,,,,,,,,,
27135,Roseau,30 to 34, 734 , 651 , 731 , 939 ,,,,,,,,,
27135,Roseau,35 to 44," 1,667 "," 1,528 "," 1,384 "," 1,371 ",,,,,,,,,
27135,Roseau,45 to 54," 2,158 "," 1,769 "," 1,532 "," 1,385 ",,,,,,,,,
27135,Roseau,55 to 59," 1,023 "," 1,060 ", 828 , 697 ,,,,,,,,,
27135,Roseau,60 to 64, 742 , 892 , 916 , 714 ,,,,,,,,,
27135,Roseau,65 to 74, 388 , 480 , 584 , 640 ,,,,,,,,,
27135,Roseau,75+, 60 , 70 , 85 , 104 ,,,,,,,,,
27137,St. Louis,16 to 19," 5,945 "," 5,497 "," 5,418 "," 5,051 ",,,,,,,,,
27137,St. Louis,20 to 24," 13,940 "," 12,495 "," 11,659 "," 11,548 ",,,,,,,,,
27137,St. Louis,25 to 29," 10,840 "," 12,485 "," 10,843 "," 9,974 ",,,,,,,,,
27137,St. Louis,30 to 34," 9,995 "," 10,132 "," 11,646 "," 10,139 ",,,,,,,,,
27137,St. Louis,35 to 44," 18,194 "," 18,953 "," 19,627 "," 21,325 ",,,,,,,,,
27137,St. Louis,45 to 54," 20,716 "," 17,668 "," 17,183 "," 17,921 ",,,,,,,,,
27137,St. Louis,55 to 59," 11,189 "," 9,888 "," 7,723 "," 7,233 ",,,,,,,,,
27137,St. Louis,60 to 64," 7,671 "," 7,788 "," 6,858 "," 5,377 ",,,,,,,,,
27137,St. Louis,65 to 74," 4,205 "," 5,489 "," 6,145 "," 5,829 ",,,,,,,,,
27137,St. Louis,75+, 547 , 616 , 768 , 979 ,,,,,,,,,
27139,Scott,16 to 19," 4,367 "," 5,058 "," 5,013 "," 4,658 ",,,,,,,,,
27139,Scott,20 to 24," 5,957 "," 6,038 "," 7,725 "," 7,445 ",,,,,,,,,
27139,Scott,25 to 29," 6,432 "," 4,353 "," 7,379 "," 9,176 ",,,,,,,,,
27139,Scott,30 to 34," 8,749 "," 6,755 "," 7,058 "," 10,128 ",,,,,,,,,
27139,Scott,35 to 44," 19,544 "," 19,759 "," 17,483 "," 15,707 ",,,,,,,,,
27139,Scott,45 to 54," 20,685 "," 22,756 "," 22,802 "," 21,933 ",,,,,,,,,
27139,Scott,55 to 59," 7,522 "," 10,039 "," 10,621 "," 10,757 ",,,,,,,,,
27139,Scott,60 to 64," 4,235 "," 5,712 "," 7,226 "," 7,567 ",,,,,,,,,
27139,Scott,65 to 74," 2,388 "," 3,276 "," 4,201 "," 5,284 ",,,,,,,,,
27139,Scott,75+, 360 , 447 , 528 , 644 ,,,,,,,,,
27141,Sherburne,16 to 19," 2,393 "," 2,741 "," 2,545 "," 2,209 ",,,,,,,,,
27141,Sherburne,20 to 24," 4,920 "," 6,549 "," 7,375 "," 6,859 ",,,,,,,,,
27141,Sherburne,25 to 29," 4,630 "," 4,181 "," 5,775 "," 6,547 ",,,,,,,,,
27141,Sherburne,30 to 34," 5,308 "," 4,541 "," 4,086 "," 5,656 ",,,,,,,,,
27141,Sherburne,35 to 44," 11,711 "," 11,017 "," 10,016 "," 8,669 ",,,,,,,,,
27141,Sherburne,45 to 54," 12,362 "," 11,739 "," 10,980 "," 10,238 ",,,,,,,,,
27141,Sherburne,55 to 59," 4,884 "," 5,656 "," 5,313 "," 5,051 ",,,,,,,,,
27141,Sherburne,60 to 64," 2,840 "," 3,633 "," 4,205 "," 3,925 ",,,,,,,,,
27141,Sherburne,65 to 74," 1,388 "," 1,836 "," 2,348 "," 2,823 ",,,,,,,,,
27141,Sherburne,75+, 173 , 222 , 296 , 388 ,,,,,,,,,
27143,Sibley,16 to 19, 440 , 497 , 459 , 380 ,,,,,,,,,
27143,Sibley,20 to 24, 716 , 932 ," 1,034 ", 954 ,,,,,,,,,
27143,Sibley,25 to 29, 637 , 629 , 845 , 947 ,,,,,,,,,
27143,Sibley,30 to 34, 772 , 616 , 608 , 818 ,,,,,,,,,
27143,Sibley,35 to 44," 1,605 "," 1,542 "," 1,328 "," 1,163 ",,,,,,,,,
27143,Sibley,45 to 54," 1,886 "," 1,520 "," 1,430 "," 1,362 ",,,,,,,,,
27143,Sibley,55 to 59, 976 , 996 , 730 , 648 ,,,,,,,,,
27143,Sibley,60 to 64, 686 , 776 , 789 , 577 ,,,,,,,,,
27143,Sibley,65 to 74, 408 , 489 , 572 , 609 ,,,,,,,,,
27143,Sibley,75+, 109 , 116 , 130 , 152 ,,,,,,,,,
27145,Stearns,16 to 19," 6,368 "," 5,777 "," 5,661 "," 5,302 ",,,,,,,,,
27145,Stearns,20 to 24," 14,046 "," 12,524 "," 11,503 "," 11,298 ",,,,,,,,,
27145,Stearns,25 to 29," 9,347 "," 11,595 "," 9,964 "," 8,946 ",,,,,,,,,
27145,Stearns,30 to 34," 8,670 "," 8,962 "," 11,098 "," 9,543 ",,,,,,,,,
27145,Stearns,35 to 44," 15,298 "," 16,077 "," 16,835 "," 19,236 ",,,,,,,,,
27145,Stearns,45 to 54," 16,925 "," 14,791 "," 14,272 "," 14,984 ",,,,,,,,,
27145,Stearns,55 to 59," 7,824 "," 7,964 "," 6,679 "," 6,053 ",,,,,,,,,
27145,Stearns,60 to 64," 5,490 "," 6,163 "," 6,249 "," 5,250 ",,,,,,,,,
27145,Stearns,65 to 74," 3,219 "," 4,100 "," 4,792 "," 5,099 ",,,,,,,,,
27145,Stearns,75+, 737 , 837 ," 1,006 "," 1,236 ",,,,,,,,,
27147,Steele,16 to 19," 1,095 "," 1,260 "," 1,238 "," 1,107 ",,,,,,,,,
27147,Steele,20 to 24," 1,993 "," 2,584 "," 2,904 "," 2,830 ",,,,,,,,,
27147,Steele,25 to 29," 1,692 "," 1,523 "," 2,072 "," 2,355 ",,,,,,,,,
27147,Steele,30 to 34," 1,928 "," 1,605 "," 1,434 "," 1,945 ",,,,,,,,,
27147,Steele,35 to 44," 3,796 "," 3,833 "," 3,613 "," 3,069 ",,,,,,,,,
27147,Steele,45 to 54," 4,524 "," 3,908 "," 3,583 "," 3,571 ",,,,,,,,,
27147,Steele,55 to 59," 2,030 "," 2,132 "," 1,762 "," 1,556 ",,,,,,,,,
27147,Steele,60 to 64," 1,434 "," 1,550 "," 1,619 "," 1,327 ",,,,,,,,,
27147,Steele,65 to 74, 723 , 922 ," 1,066 "," 1,119 ",,,,,,,,,
27147,Steele,75+, 243 , 266 , 313 , 381 ,,,,,,,,,
27149,Stevens,16 to 19, 445 , 324 , 322 , 279 ,,,,,,,,,
27149,Stevens,20 to 24, 848 , 830 , 637 , 626 ,,,,,,,,,
27149,Stevens,25 to 29, 571 , 804 , 767 , 512 ,,,,,,,,,
27149,Stevens,30 to 34, 495 , 542 , 747 , 709 ,,,,,,,,,
27149,Stevens,35 to 44, 794 , 911 ," 1,002 "," 1,230 ",,,,,,,,,
27149,Stevens,45 to 54, 857 , 744 , 762 , 855 ,,,,,,,,,
27149,Stevens,55 to 59, 497 , 441 , 347 , 323 ,,,,,,,,,
27149,Stevens,60 to 64, 389 , 404 , 352 , 275 ,,,,,,,,,
27149,Stevens,65 to 74, 302 , 386 , 438 , 411 ,,,,,,,,,
27149,Stevens,75+, 45 , 43 , 46 , 55 ,,,,,,,,,
27151,Swift,16 to 19, 233 , 250 , 238 , 219 ,,,,,,,,,
27151,Swift,20 to 24, 422 , 468 , 498 , 477 ,,,,,,,,,
27151,Swift,25 to 29, 424 , 402 , 459 , 500 ,,,,,,,,,
27151,Swift,30 to 34, 412 , 329 , 312 , 360 ,,,,,,,,,
27151,Swift,35 to 44, 856 , 842 , 774 , 680 ,,,,,,,,,
27151,Swift,45 to 54," 1,141 ", 895 , 764 , 763 ,,,,,,,,,
27151,Swift,55 to 59, 633 , 544 , 424 , 337 ,,,,,,,,,
27151,Swift,60 to 64, 482 , 509 , 439 , 344 ,,,,,,,,,
27151,Swift,65 to 74, 278 , 326 , 349 , 336 ,,,,,,,,,
27151,Swift,75+, 70 , 66 , 73 , 84 ,,,,,,,,,
27153,Todd,16 to 19, 551 , 559 , 556 , 541 ,,,,,,,,,
27153,Todd,20 to 24," 1,142 "," 1,411 "," 1,423 "," 1,416 ",,,,,,,,,
27153,Todd,25 to 29, 961 , 976 ," 1,251 "," 1,274 ",,,,,,,,,
27153,Todd,30 to 34," 1,051 ", 914 , 929 ," 1,200 ",,,,,,,,,
27153,Todd,35 to 44," 2,130 "," 2,000 "," 1,834 "," 1,728 ",,,,,,,,,
27153,Todd,45 to 54," 2,825 "," 2,209 "," 1,942 "," 1,830 ",,,,,,,,,
27153,Todd,55 to 59," 1,500 "," 1,340 ", 977 , 830 ,,,,,,,,,
27153,Todd,60 to 64," 1,068 "," 1,084 ", 969 , 709 ,,,,,,,,,
27153,Todd,65 to 74, 549 , 637 , 690 , 660 ,,,,,,,,,
27153,Todd,75+, 137 , 159 , 188 , 222 ,,,,,,,,,
27155,Traverse,16 to 19, 66 , 62 , 53 , 43 ,,,,,,,,,
27155,Traverse,20 to 24, 164 , 217 , 203 , 174 ,,,,,,,,,
27155,Traverse,25 to 29, 121 , 122 , 174 , 162 ,,,,,,,,,
27155,Traverse,30 to 34, 134 , 104 , 103 , 146 ,,,,,,,,,
27155,Traverse,35 to 44, 260 , 256 , 218 , 190 ,,,,,,,,,
27155,Traverse,45 to 54, 342 , 261 , 231 , 224 ,,,,,,,,,
27155,Traverse,55 to 59, 198 , 171 , 124 , 97 ,,,,,,,,,
27155,Traverse,60 to 64, 166 , 169 , 143 , 104 ,,,,,,,,,
27155,Traverse,65 to 74, 120 , 134 , 145 , 134 ,,,,,,,,,
27155,Traverse,75+, 42 , 38 , 36 , 39 ,,,,,,,,,
27157,Wabasha,16 to 19, 665 , 716 , 702 , 624 ,,,,,,,,,
27157,Wabasha,20 to 24," 1,047 "," 1,299 "," 1,381 "," 1,350 ",,,,,,,,,
27157,Wabasha,25 to 29, 930 , 950 ," 1,198 "," 1,277 ",,,,,,,,,
27157,Wabasha,30 to 34," 1,063 ", 905 , 925 ," 1,172 ",,,,,,,,,
27157,Wabasha,35 to 44," 2,146 "," 1,939 "," 1,701 "," 1,569 ",,,,,,,,,
27157,Wabasha,45 to 54," 2,795 "," 2,303 "," 2,003 "," 1,797 ",,,,,,,,,
27157,Wabasha,55 to 59," 1,372 "," 1,321 "," 1,052 ", 891 ,,,,,,,,,
27157,Wabasha,60 to 64, 951 ," 1,019 ", 980 , 778 ,,,,,,,,,
27157,Wabasha,65 to 74, 601 , 717 , 785 , 793 ,,,,,,,,,
27157,Wabasha,75+, 73 , 84 , 104 , 123 ,,,,,,,,,
27159,Wadena,16 to 19, 318 , 367 , 364 , 314 ,,,,,,,,,
27159,Wadena,20 to 24, 660 , 750 , 847 , 837 ,,,,,,,,,
27159,Wadena,25 to 29, 506 , 564 , 650 , 746 ,,,,,,,,,
27159,Wadena,30 to 34, 543 , 487 , 541 , 625 ,,,,,,,,,
27159,Wadena,35 to 44," 1,170 "," 1,148 "," 1,082 "," 1,074 ",,,,,,,,,
27159,Wadena,45 to 54," 1,363 "," 1,109 "," 1,060 "," 1,033 ",,,,,,,,,
27159,Wadena,55 to 59, 712 , 670 , 471 , 443 ,,,,,,,,,
27159,Wadena,60 to 64, 477 , 503 , 472 , 331 ,,,,,,,,,
27159,Wadena,65 to 74, 318 , 347 , 375 , 371 ,,,,,,,,,
27159,Wadena,75+, 127 , 136 , 148 , 162 ,,,,,,,,,
27161,Waseca,16 to 19, 562 , 609 , 570 , 499 ,,,,,,,,,
27161,Waseca,20 to 24, 846 , 941 ," 1,018 ", 953 ,,,,,,,,,
27161,Waseca,25 to 29, 929 , 868 , 963 ," 1,043 ",,,,,,,,,
27161,Waseca,30 to 34," 1,027 ", 876 , 816 , 906 ,,,,,,,,,
27161,Waseca,35 to 44," 1,958 "," 2,042 "," 1,913 "," 1,701 ",,,,,,,,,
27161,Waseca,45 to 54," 2,052 "," 1,939 "," 1,986 "," 2,067 ",,,,,,,,,
27161,Waseca,55 to 59," 1,231 "," 1,176 "," 1,053 "," 1,048 ",,,,,,,,,
27161,Waseca,60 to 64, 810 , 882 , 840 , 752 ,,,,,,,,,
27161,Waseca,65 to 74, 574 , 747 , 859 , 872 ,,,,,,,,,
27161,Waseca,75+, 67 , 72 , 90 , 114 ,,,,,,,,,
27163,Washington,16 to 19," 7,581 "," 9,389 "," 9,143 "," 8,584 ",,,,,,,,,
27163,Washington,20 to 24," 12,339 "," 15,445 "," 19,198 "," 18,450 ",,,,,,,,,
27163,Washington,25 to 29," 11,889 "," 11,310 "," 15,903 "," 19,804 ",,,,,,,,,
27163,Washington,30 to 34," 13,234 "," 9,769 "," 10,437 "," 14,935 ",,,,,,,,,
27163,Washington,35 to 44," 28,095 "," 26,709 "," 23,279 "," 20,425 ",,,,,,,,,
27163,Washington,45 to 54," 35,106 "," 35,013 "," 33,537 "," 32,641 ",,,,,,,,,
27163,Washington,55 to 59," 15,631 "," 17,444 "," 16,576 "," 15,340 ",,,,,,,,,
27163,Washington,60 to 64," 9,115 "," 10,721 "," 11,924 "," 11,222 ",,,,,,,,,
27163,Washington,65 to 74," 5,206 "," 6,685 "," 7,964 "," 8,984 ",,,,,,,,,
27163,Washington,75+, 861 ," 1,003 "," 1,181 "," 1,416 ",,,,,,,,,
27165,Watonwan,16 to 19, 357 , 376 , 351 , 337 ,,,,,,,,,
27165,Watonwan,20 to 24, 544 , 627 , 653 , 606 ,,,,,,,,,
27165,Watonwan,25 to 29, 508 , 585 , 667 , 692 ,,,,,,,,,
27165,Watonwan,30 to 34, 517 , 441 , 504 , 572 ,,,,,,,,,
27165,Watonwan,35 to 44," 1,120 "," 1,132 "," 1,016 ", 993 ,,,,,,,,,
27165,Watonwan,45 to 54," 1,199 "," 1,051 "," 1,029 "," 1,026 ",,,,,,,,,
27165,Watonwan,55 to 59, 717 , 602 , 506 , 452 ,,,,,,,,,
27165,Watonwan,60 to 64, 505 , 549 , 457 , 381 ,,,,,,,,,
27165,Watonwan,65 to 74, 315 , 383 , 446 , 421 ,,,,,,,,,
27165,Watonwan,75+, 86 , 87 , 93 , 109 ,,,,,,,,,
27167,Wilkin,16 to 19, 151 , 149 , 147 , 125 ,,,,,,,,,
27167,Wilkin,20 to 24, 259 , 338 , 332 , 324 ,,,,,,,,,
27167,Wilkin,25 to 29, 283 , 271 , 374 , 367 ,,,,,,,,,
27167,Wilkin,30 to 34, 310 , 256 , 245 , 338 ,,,,,,,,,
27167,Wilkin,35 to 44, 629 , 607 , 560 , 493 ,,,,,,,,,
27167,Wilkin,45 to 54, 827 , 633 , 560 , 536 ,,,,,,,,,
27167,Wilkin,55 to 59, 447 , 428 , 291 , 252 ,,,,,,,,,
27167,Wilkin,60 to 64, 326 , 401 , 384 , 260 ,,,,,,,,,
27167,Wilkin,65 to 74, 154 , 187 , 228 , 244 ,,,,,,,,,
27167,Wilkin,75+, 23 , 24 , 27 , 32 ,,,,,,,,,
27169,Winona,16 to 19," 2,182 "," 2,028 "," 1,970 "," 1,754 ",,,,,,,,,
27169,Winona,20 to 24," 6,330 "," 6,678 "," 6,333 "," 6,172 ",,,,,,,,,
27169,Winona,25 to 29," 2,518 "," 2,299 "," 2,794 "," 2,535 ",,,,,,,,,
27169,Winona,30 to 34," 2,486 "," 2,330 "," 2,124 "," 2,600 ",,,,,,,,,
27169,Winona,35 to 44," 4,356 "," 4,432 "," 4,411 "," 4,076 ",,,,,,,,,
27169,Winona,45 to 54," 5,143 "," 4,271 "," 3,963 "," 4,047 ",,,,,,,,,
27169,Winona,55 to 59," 2,914 "," 2,586 "," 2,014 "," 1,783 ",,,,,,,,,
27169,Winona,60 to 64," 2,048 "," 2,138 "," 1,897 "," 1,481 ",,,,,,,,,
27169,Winona,65 to 74," 1,327 "," 1,661 "," 1,842 "," 1,775 ",,,,,,,,,
27169,Winona,75+, 330 , 369 , 450 , 549 ,,,,,,,,,
27171,Wright,16 to 19," 4,605 "," 5,621 "," 5,572 "," 4,786 ",,,,,,,,,
27171,Wright,20 to 24," 6,197 "," 9,257 "," 11,065 "," 10,858 ",,,,,,,,,
27171,Wright,25 to 29," 6,094 "," 5,641 "," 8,842 "," 10,617 ",,,,,,,,,
27171,Wright,30 to 34," 7,889 "," 5,985 "," 5,518 "," 8,630 ",,,,,,,,,
27171,Wright,35 to 44," 16,957 "," 16,329 "," 13,921 "," 11,353 ",,,,,,,,,
27171,Wright,45 to 54," 17,543 "," 16,973 "," 16,671 "," 15,812 ",,,,,,,,,
27171,Wright,55 to 59," 6,790 "," 7,909 "," 7,448 "," 7,281 ",,,,,,,,,
27171,Wright,60 to 64," 4,264 "," 5,334 "," 6,201 "," 5,773 ",,,,,,,,,
27171,Wright,65 to 74," 2,371 "," 3,052 "," 3,816 "," 4,529 ",,,,,,,,,
27171,Wright,75+, 359 , 465 , 610 , 780 ,,,,,,,,,
27173,Yellow Medicine,16 to 19, 306 , 295 , 291 , 269 ,,,,,,,,,
27173,Yellow Medicine,20 to 24, 457 , 522 , 502 , 497 ,,,,,,,,,
27173,Yellow Medicine,25 to 29, 449 , 457 , 521 , 503 ,,,,,,,,,
27173,Yellow Medicine,30 to 34, 467 , 417 , 424 , 484 ,,,,,,,,,
27173,Yellow Medicine,35 to 44, 876 , 906 , 874 , 834 ,,,,,,,,,
27173,Yellow Medicine,45 to 54," 1,169 ", 959 , 885 , 914 ,,,,,,,,,
27173,Yellow Medicine,55 to 59, 650 , 543 , 430 , 366 ,,,,,,,,,
27173,Yellow Medicine,60 to 64, 499 , 570 , 474 , 377 ,,,,,,,,,
27173,Yellow Medicine,65 to 74, 311 , 371 , 438 , 426 ,,,,,,,,,
27173,Yellow Medicine,75+, 72 , 71 , 77 , 89 ,,,,,,,,,
